2.618096412	13.20385444
3.24718577	13.26251472
3.949511547	13.29559419
4.719017013	13.30632038
5.549525265	13.29537451
6.435224507	13.26055287
7.371025075	13.19675828
8.352765204	13.09632657
9.377261766	12.94965615
10.44221962	12.74607573
11.54602667	12.47486003
12.68747017	12.12628924
13.86541237	11.69264489
15.07846144	11.16904448
16.32466725	10.55403616
17.60126322	9.849901611
18.90446628	9.062646278
20.22933933	8.201687037
21.56971473	7.279275905
22.91817432	6.309720548
24.26608131	5.30847713
25.60366049	4.291197029
26.92012623	3.272806709
28.20385943	2.266690532
29.44263579	1.284031298
30.62390673	0.333345027
31.73513098	-0.579772898
32.76414979	-1.452691607
33.69959217	-2.285595975
34.53129018	-3.081174866
35.25067818	-3.844184072
35.85114657	-4.580925425
36.32831894	-5.298683286
36.68022428	-6.00515625
36.90734109	-6.707916153
37.01249885	-7.413919499
37.00063321	-8.129089146
36.87840373	-8.857977438
36.6536952	-9.603516324
36.33503549	-10.36685606
35.93097206	-11.14729143
35.44945573	-11.94227325
34.89728272	-12.74750227
34.279644	-13.55710258
33.5998247	-14.36387091
32.85908609	-15.1595969
32.05674849	-15.93544686
31.1904778	-16.68239978
30.25676048	-17.39171949
29.2515352	-18.05544176
28.17093413	-18.6668496
27.01207476	-19.22090646
25.77383597	-19.71461403
24.4575497	-20.14726259
23.0675438	-20.52054501
21.61148095	-20.83851272
20.10045395	-21.10736277
18.54881657	-21.33505758
16.97375149	-21.53079414
15.39459924	-21.704354
13.83199362	-21.86537882
12.30686695	-22.02262725
10.83940126	-22.18327391
9.448007573	-22.35231267
8.148413735	-22.53212037
6.952932539	-22.7222249
5.869965813	-22.91930525
4.903779151	-23.11742978
4.05455756	-23.30851667
3.318727252	-23.48297835
2.689505666	-23.63049335
2.157622926	-23.74083525
1.712145339	-23.80468253
1.34132632	-23.81433471
1.033412599	-23.7642702
0.777343132	-23.65149756
0.563293271	-23.47567394
0.383035532	-23.23898867
0.230108337	-22.94583341
0.099803136	-22.60230152
-0.011003593	-22.21557459
-0.104135256	-21.79326279
-0.18047219	-21.34276677
-0.240334721	-20.87072336
-0.283849499	-20.38258434
-0.311263645	-19.8823622
-0.32318104	-19.37255666
-0.320706262	-18.85425753
-0.305492865	-18.32740173
-0.279702789	-17.79114782
-0.24589197	-17.24432237
-0.206842933	-16.68588749
-0.165368268	-16.11537917
-0.124109254	-15.53327148
-0.919286955	-15.67461945
-0.942710787	-15.13236716
-0.945319197	-14.60254563
-0.926543749	-14.08480068
-0.886709712	-13.5789047
-0.826951137	-13.08488524
-0.749096784	-12.6030867
-0.655536879	-12.13416639
-0.549079619	-11.67903197
-0.432805332	-11.23873183
-0.309925431	-10.81431326
-0.183652547	-10.40666438
-0.057087435	-10.0163565
0.066872962	-9.643501971
0.185603475	-9.287640951
0.296794082	-8.947667627
0.398470477	-8.621803235
0.488996186	-8.30762004
0.567062677	-8.002116941
0.631675303	-7.701844041
0.682143099	-7.40307036
0.718079349	-7.101985851
0.739417401	-6.794926238
0.746442692	-6.478606935
0.739837784	-6.150350736
0.720733121	-5.808293066
0.690752666	-5.451548757
0.652041443	-5.080325594
0.607261588	-4.695972257
0.559545223	-4.300952109
0.512396177	-3.898738871
0.469538114	-3.493635923
0.434713252	-3.090526944
0.411442863	-2.694571616
0.402767231	-2.310865556
0.410987725	-1.94408802
0.437436468	-1.598163603
0.482299133	-1.275964922
0.544513582	-0.97908168
0.621761431	-0.707677626
0.710561779	-0.460450805
0.806466962	-0.234704627
0.904350329	-0.026528123
0.998766619	0.168925871
1.084357599	0.35708505
1.156269937	0.543552998
1.21054953	0.733689791
1.244476847	0.932215196
1.256811509	1.142871414
1.247920867	1.368178454
1.219776415	1.609307891
1.175812719	1.86609042
1.120655318	2.137160117
1.059735853	2.420224625
0.998823467	2.712437063
0.943510393	3.01083351
0.898695767	3.312790998
0.868114287	3.616455993
0.853955061	3.921093461
0.856610594	4.227311975
0.8745865	4.5371309
0.904589825	4.853870741
0.941798603	5.18186594
0.980298719	5.526019125
1.013657722	5.891234804
1.035590584	6.281786789
1.040660989	6.700685033
1.024955094	7.149112362
0.98666377	7.625998923
0.926514688	8.127791441
0.848007202	8.648456508
0.757419961	9.179733393
0.66358214	9.711624812
0.577422116	10.23308649
0.51132982	10.73285155
0.478388473	11.200307
0.491545455	11.62632895
0.562798889	12.0039839
0.702475109	12.32901368
0.918662306	12.60004386
1.216848534	12.81848424
1.599789678	12.98812488
2.067607889	13.11446632
2.618096412	13.20385444
3.24718577	13.26251472
3.949511547	13.29559419
4.719017013	13.30632038
5.549525265	13.29537451
6.435224507	13.26055287
7.371025075	13.19675828
8.352765204	13.09632657
9.377261766	12.94965615
10.44221962	12.74607573
11.54602667	12.47486003
12.68747017	12.12628924
13.86541237	11.69264489
15.07846144	11.16904448
16.32466725	10.55403616
17.60126322	9.849901611
18.90446628	9.062646278
20.22933933	8.201687037
21.56971473	7.279275905
22.91817432	6.309720548
24.26608131	5.30847713
25.60366049	4.291197029
26.92012623	3.272806709
28.20385943	2.266690532
29.44263579	1.284031298
30.62390673	0.333345027
31.73513098	-0.579772898
32.76414979	-1.452691607
33.69959217	-2.285595975
34.53129018	-3.081174866
35.25067818	-3.844184072
35.85114657	-4.580925425
36.32831894	-5.298683286
36.68022428	-6.00515625
36.90734109	-6.707916153
37.01249885	-7.413919499
37.00063321	-8.129089146
36.87840373	-8.857977438
36.6536952	-9.603516324
36.33503549	-10.36685606
35.93097206	-11.14729143
35.44945573	-11.94227325
34.89728272	-12.74750227
34.279644	-13.55710258
33.5998247	-14.36387091
32.85908609	-15.1595969
32.05674849	-15.93544686
31.1904778	-16.68239978
30.25676048	-17.39171949
29.2515352	-18.05544176
28.17093413	-18.6668496
27.01207476	-19.22090646
25.77383597	-19.71461403
24.4575497	-20.14726259
23.0675438	-20.52054501
21.61148095	-20.83851272
20.10045395	-21.10736277
18.54881657	-21.33505758
16.97375149	-21.53079414
15.39459924	-21.704354
13.83199362	-21.86537882
12.30686695	-22.02262725
10.83940126	-22.18327391
9.448007573	-22.35231267
8.148413735	-22.53212037
6.952932539	-22.7222249
5.869965813	-22.91930525
4.903779151	-23.11742978
4.05455756	-23.30851667
3.318727252	-23.48297835
2.689505666	-23.63049335
2.157622926	-23.74083525
1.712145339	-23.80468253
1.34132632	-23.81433471
1.033412599	-23.7642702
0.777343132	-23.65149756
0.563293271	-23.47567394
0.383035532	-23.23898867
0.230108337	-22.94583341
0.099803136	-22.60230152
-0.011003593	-22.21557459
-0.104135256	-21.79326279
-0.18047219	-21.34276677
-0.240334721	-20.87072336
-0.283849499	-20.38258434
-0.311263645	-19.8823622
-0.32318104	-19.37255666
-0.320706262	-18.85425753
-0.305492865	-18.32740173
-0.279702789	-17.79114782
-0.24589197	-17.24432237
-0.206842933	-16.68588749
-0.165368268	-16.11537917
-0.124109254	-15.53327148
-0.919286955	-15.67461945
-0.942710787	-15.13236716
-0.945319197	-14.60254563
-0.926543749	-14.08480068
-0.886709712	-13.5789047
-0.826951137	-13.08488524
-0.749096784	-12.6030867
-0.655536879	-12.13416639
-0.549079619	-11.67903197
-0.432805332	-11.23873183
-0.309925431	-10.81431326
-0.183652547	-10.40666438
-0.057087435	-10.0163565
0.066872962	-9.643501971
0.185603475	-9.287640951
0.296794082	-8.947667627
0.398470477	-8.621803235
0.488996186	-8.30762004
0.567062677	-8.002116941
0.631675303	-7.701844041
0.682143099	-7.40307036
0.718079349	-7.101985851
0.739417401	-6.794926238
0.746442692	-6.478606935
0.739837784	-6.150350736
0.720733121	-5.808293066
0.690752666	-5.451548757
0.652041443	-5.080325594
0.607261588	-4.695972257
0.559545223	-4.300952109
0.512396177	-3.898738871
0.469538114	-3.493635923
0.434713252	-3.090526944
0.411442863	-2.694571616
0.402767231	-2.310865556
0.410987725	-1.94408802
0.437436468	-1.598163603
0.482299133	-1.275964922
0.544513582	-0.97908168
0.621761431	-0.707677626
0.710561779	-0.460450805
0.806466962	-0.234704627
0.904350329	-0.026528123
0.998766619	0.168925871
1.084357599	0.35708505
1.156269937	0.543552998
1.21054953	0.733689791
1.244476847	0.932215196
1.256811509	1.142871414
1.247920867	1.368178454
1.219776415	1.609307891
1.175812719	1.86609042
1.120655318	2.137160117
1.059735853	2.420224625
0.998823467	2.712437063
0.943510393	3.01083351
0.898695767	3.312790998
0.868114287	3.616455993
0.853955061	3.921093461
0.856610594	4.227311975
0.8745865	4.5371309
0.904589825	4.853870741
0.941798603	5.18186594
0.980298719	5.526019125
1.013657722	5.891234804
1.035590584	6.281786789
1.040660989	6.700685033
1.024955094	7.149112362
0.98666377	7.625998923
0.926514688	8.127791441
0.848007202	8.648456508
0.757419961	9.179733393
0.66358214	9.711624812
0.577422116	10.23308649
0.51132982	10.73285155
0.478388473	11.200307
0.491545455	11.62632895
0.562798889	12.0039839
0.702475109	12.32901368
0.918662306	12.60004386
1.216848534	12.81848424
1.599789678	12.98812488
2.067607889	13.11446632
2.618096412	13.20385444
3.24718577	13.26251472
3.949511547	13.29559419
4.719017013	13.30632038
5.549525265	13.29537451
6.435224507	13.26055287
7.371025075	13.19675828
8.352765204	13.09632657
9.377261766	12.94965615
10.44221962	12.74607573
11.54602667	12.47486003
12.68747017	12.12628924
13.86541237	11.69264489
15.07846144	11.16904448
16.32466725	10.55403616
17.60126322	9.849901611
18.90446628	9.062646278
20.22933933	8.201687037
21.56971473	7.279275905
22.91817432	6.309720548
24.26608131	5.30847713
25.60366049	4.291197029
26.92012623	3.272806709
28.20385943	2.266690532
29.44263579	1.284031298
30.62390673	0.333345027
31.73513098	-0.579772898
32.76414979	-1.452691607
33.69959217	-2.285595975
34.53129018	-3.081174866
35.25067818	-3.844184072
35.85114657	-4.580925425
36.32831894	-5.298683286
36.68022428	-6.00515625
36.90734109	-6.707916153
37.01249885	-7.413919499
37.00063321	-8.129089146
36.87840373	-8.857977438
36.6536952	-9.603516324
36.33503549	-10.36685606
35.93097206	-11.14729143
35.44945573	-11.94227325
34.89728272	-12.74750227
34.279644	-13.55710258
33.5998247	-14.36387091
32.85908609	-15.1595969
32.05674849	-15.93544686
31.1904778	-16.68239978
30.25676048	-17.39171949
29.2515352	-18.05544176
28.17093413	-18.6668496
27.01207476	-19.22090646
25.77383597	-19.71461403
24.4575497	-20.14726259
23.0675438	-20.52054501
21.61148095	-20.83851272
20.10045395	-21.10736277
18.54881657	-21.33505758
16.97375149	-21.53079414
15.39459924	-21.704354
13.83199362	-21.86537882
12.30686695	-22.02262725
10.83940126	-22.18327391
9.448007573	-22.35231267
8.148413735	-22.53212037
6.952932539	-22.7222249
5.869965813	-22.91930525
4.903779151	-23.11742978
4.05455756	-23.30851667
3.318727252	-23.48297835
2.689505666	-23.63049335
2.157622926	-23.74083525
1.712145339	-23.80468253
1.34132632	-23.81433471
1.033412599	-23.7642702
0.777343132	-23.65149756
0.563293271	-23.47567394
0.383035532	-23.23898867
0.230108337	-22.94583341
0.099803136	-22.60230152
-0.011003593	-22.21557459
-0.104135256	-21.79326279
-0.18047219	-21.34276677
-0.240334721	-20.87072336
-0.283849499	-20.38258434
-0.311263645	-19.8823622
-0.32318104	-19.37255666
-0.320706262	-18.85425753
-0.305492865	-18.32740173
-0.279702789	-17.79114782
-0.24589197	-17.24432237
-0.206842933	-16.68588749
-0.165368268	-16.11537917
-0.124109254	-15.53327148
-0.114109254	-15.1595969
-0.104109254	-14.36387091
-0.094109254	-13.55710258
-0.084109254	-12.74750227
-0.074109254	-11.94227325
-0.064109254	-11.14729143
-0.054109254	-10.36685606
-0.044109254	-9.603516324
-0.034109254	-8.857977438
-0.024109254	-8.129089146
-0.014109254	-7.413919499
-0.004109254	-6.707916153
0.005890746	-6.00515625
0.015890746	-5.298683286
0.025890746	-4.580925425
0.035890746	-3.844184072
0.045890746	-3.081174866
0.055890746	-2.285595975
0.065890746	-1.452691607
0.075890746	-0.579772898
0.085890746	0.333345027
0	0
